"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","기존게임업외업종명","문화사업자구분명","문화체육업종명","소방시설여부","시설면적","제공게임물명","주변환경명","지역구분명","총게임기수","최초등록시점","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"6682","겜스터","충청남도 천안시 동남구 신부동 462-12번지 코스모스빌딩 ","충청남도 천안시 동남구 먹거리11길 43, 코스모스빌딩 1층 (신부동)","20170712","운영중","","","","","","","","","유통관련업","청소년게임제공업","","200","전체이용가","","","22","","","214037.32350600000  ","368870.00428600000  ","CDFF2241142017000039","영업중"
"6683","미스터고 인형뽑기","부산광역시 동래구 온천동 1412-1번지 ","부산광역시 동래구 아시아드대로 234, 1층 (온천동, 온천동반도보라스카이뷰)","20170801","운영중","","","","","","","","","유통관련업","청소년게임제공업","","40.5","전체이용가","","","15","","","388425.18360200000  ","191828.53741700000  ","CDFF2241142017000012","영업중"
"6684","뽑기펑 원주혁신점","강원도 원주시 반곡동 1877-3번지 ","강원도 원주시 봄마중길 22, 1층 101호 (반곡동)","20170718","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","28","전체이용가","기타","일반주거지역","7","","","286730              ","425299              ","CDFF2241142017000036","영업중"
"6685","뽑기GO","","경기도 안양시 동안구 엘에스로 51, 1층 (호계동)","20170717","운영중","","","","","","","","","유통관련업","청소년게임제공업","","57.14","전체이용가","","","8","","","195865              ","429587              ","CDFF2241142017000028","영업중"
"6686","몬스터뽑기방","서울특별시 성북구 석관동 337-22번지 ","서울특별시 성북구 화랑로32길 15, 1층 (석관동)","20170718","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","20","전체이용가","","","9","","","204977.13565200000  ","456670.36637900000  ","CDFF2241142017000014","영업중"
"6687","놀다가","경상북도 김천시 신음동 997-2번지 ","경상북도 김천시 신양4길 72 (신음동)","20170906","운영중","","","","","","","","","유통관련업","청소년게임제공업","","96","전체이용가","","","15","","","300444              ","293120              ","CDFF2241142017000017","영업중"
"6688","매직드림","경기도 안산시 단원구 고잔동 533번지 뉴코아아울렛안산점 ","경기도 안산시 단원구 당곡로 20, 9층 (고잔동, 2001아울렛)","20170913","운영중","","","","","","","","","유통관련업","청소년게임제공업","","69.25","전체이용가","","","7","","","185205              ","424135              ","CDFF2241142017000046","영업중"
"6689","랜드마크","서울특별시 은평구 응암동 124-47번지 왼쪽 ","서울특별시 은평구 응암로21길 4, 왼쪽호 (응암동)","20170926","운영중","","","","","","","","","유통관련업","청소년게임제공업","","39","전체이용가","","","11","","","192726.95423300000  ","454948.18887500000  ","CDFF2241142017000019","영업중"
"6690","즐겨#찾기","경기도 의정부시 의정부동 521-10번지 ","경기도 의정부시 범골로 113 (의정부동)","20170713","운영중","","","","","","","","","유통관련업","청소년게임제공업","","49","전체이용가","","","12","","","203351.73786100000  ","470590.17043600000  ","CDFF2241142017000027","영업중"
"6691","게임파크 2","서울특별시 중구 황학동 720번지 ","서울특별시 중구 퇴계로 433 (황학동)","20170804","운영중","","","","","","","","","유통관련업","청소년게임제공업","","82.64","전체이용가","","","50","","","201750.20567500000  ","451810.75114700000  ","CDFF2241142017000008","영업중"
"6692","브릭스","","경기도 안양시 동안구 시민대로 180, 8층 (호계동, G.SQURE)","20170714","운영중","","","","","","","","","유통관련업","청소년게임제공업","","85.8","전체이용가","","","12","","1577-8449","195581              ","432079              ","CDFF2241142017000027","영업중"
"6693","놀짱","","경기도 파주시 미래로 610, 111,112호 (와동동, 운정메디컬프라자)","20170907","운영중","","","","","","","","","유통관련업","청소년게임제공업","","71.28","","","","20","","","178090.81074900000  ","470244.51894800000  ","CDFF2241142017000036","영업중"
"6694","못된강아지 충무동점","","경상남도 창원시 진해구 충장로 88 (충무동, 알통떡강정)","20170705","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","33.54","전체이용가","","","7","","","351410.56929800000  ","185251.47149800000  ","CDFF2241142017000042","영업중"
"6695","슈팅헌터","전라북도 전주시 완산구 중동 776-4번지 ","전라북도 전주시 완산구 오공로 33-8, 102호 (중동)","20170705","운영중","","","","","","","","","유통관련업","청소년게임제공업","","58.2","전체이용가","","","13","","","205375.08029900000  ","259955.99794300000  ","CDFF2241142017000056","영업중"
"6696","골드 게임랜드","대전광역시 유성구 봉명동 544-15번지 ","대전광역시 유성구 계룡로141번길 14-5, 1층 (봉명동)","20170725","운영중","","","","","","","","","유통관련업","청소년게임제공업","","243.03","전체이용가","","","80","","","231120.02164300000  ","317303.38235200000  ","CDFF2241142017000016","영업중"
"6697","도깨비게임랜드","경상북도 구미시 봉곡동 213-11번지 ","경상북도 구미시 봉곡로20길 33-3, 1층 (봉곡동)","20170818","운영중","","","","","","","","","유통관련업","청소년게임제공업","","122.75","전체이용가","","","40","","","318277.63669300000  ","295809.27824700000  ","CDFF2241142017000035","영업중"
"6698","미래게임랜드","부산광역시 사상구 괘법동 546-4번지 ","부산광역시 사상구 사상로202번길 8 (괘법동)","20170824","운영중","","","","","","","","","유통관련업","청소년게임제공업","","184.76","전체이용가","","","40","","","380840.67104200000  ","187012.85006800000  ","CDFF2241142017000019","영업중"
"6699","스나이퍼","","경상북도 상주시 삼백로 102-1 (무양동)","20170914","운영중","","","","","","","","","유통관련업","청소년게임제공업","","49.82","전체이용가","","","","","","303494              ","324778              ","CDFF2241142017000006","영업중"
"6700","멀티 게임존","전라북도 전주시 완산구 중동 776-4번지 ","전라북도 전주시 완산구 오공로 33-8, 101호 (중동)","20170705","운영중","","","","","","","","","유통관련업","청소년게임제공업","","58.2","전체이용가","","","17","","","205375.08029900000  ","259955.99794300000  ","CDFF2241142017000057","영업중"
"6701","공원게임장","강원도 원주시 관설동 1678-7번지 ","강원도 원주시 단관길 139, 2층 (관설동)","20170920","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","183.46","전체이용가","기타","일반주거지역","60","","","285171.26098500000  ","424952.27742700000  ","CDFF2241142017000047","영업중"
"6702","인형뽑기","세종특별자치시 전의면 동교리 197-16번지 ","세종특별자치시 전의면 동신길 3, 1층 8호 (재동아파트)","20170725","운영중","","","","","","","","","유통관련업","청소년게임제공업","","6.39","전체이용가","","","9","","","218542.01440700000  ","353538.98744400000  ","CDFF2241142017000016","영업중"
"6703","놀러와 뽑기방","","경기도 김포시 풍무로 125 (풍무동)","20171016","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","24","전체이용가","","","4","","","175479.74958900000  ","456410.15795200000  ","CDFF2241142017000023","영업중"
"6704","꿈꾸는 플스방","","경기도 김포시 김포한강9로 80, 6층 5호 (구래동)","20171016","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","81.58","전체이용가","","","10","","","166917              ","460261              ","CDFF2241142017000024","영업중"
"6705","뽑기사랑","경기도 이천시 대월면 사동리 347-174번지 ","경기도 이천시 대월면 사동로 162","20170724","운영중","","","","","","","","","유통관련업","청소년게임제공업","","33","전체이용가","","","9","","","243967.17409700000  ","416145.03921600000  ","CDFF2241142017000011","영업중"
"6706","ZENITH 게임존","경상남도 양산시 물금읍 가촌리 1269-13번지 ","경상남도 양산시 물금읍 백호로 68, 110호","20170630","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","21","전체이용가","유흥업소밀집지역","일반상업지역","4","","","381994              ","203923              ","CDFF2241142017000026","영업중"
"6707","칸타타게임랜드","전라북도 군산시 미룡동 847-4번지 ","전라북도 군산시 칠성로 39 (미룡동)","20170724","운영중","","","","","","","사무실","","유통관련업","청소년게임제공업","","126.21","전체이용가","기타","일반주거지역","50","","","170893              ","273164              ","CDFF2241142017000026","영업중"
"6708","생활용품잡화인형뽑기방","경기도 성남시 분당구 야탑동 341번지 ","경기도 성남시 분당구 성남대로925번길 16, 지하1층 521호 (야탑동, 분당종합터미널)","20170926","운영중","","","","","","","","","유통관련업","청소년게임제공업","","21.98","전체이용가","","","5","","","211267.93944200000  ","434865.89343400000  ","CDFF2241142017000043","영업중"
"6709","뽑기의 신","서울특별시 은평구 진관동 72번지 105-2호","서울특별시 은평구 진관2로 29-21, 105-2호 (진관동, 드림스퀘어)","20170807","운영중","","","","","","","","","유통관련업","청소년게임제공업","","42.63","전체이용가","","","11","","02-387-9883","192886.33903600000  ","459562.33944900000  ","CDFF2241142017000018","영업중"
"6710","애플게임랜드","경기도 평택시 서정동 554-2번지 ","경기도 평택시 탄현1로 110, 107호,108호 (서정동)","20170622","운영중","","","","","","","","","유통관련업","청소년게임제공업","","147.84","전체이용가","","","40","","","204711              ","396455              ","CDFF2241142017000038","영업중"
"6711","동산게임랜드","","전라북도 익산시 서동로 93-1 (마동, 익산실버복지센터)","20170622","운영중","","","","","","","","","유통관련업","청소년게임제공업","","195.45","전체이용가","","","40","","","196553.27882500000  ","270718.05500300000  ","CDFF2241142017000022","영업중"
